tweet_id|class_pos|class_both|tweet_word_list|tweet_cmplt|class_annotated
935446154803683328|"['not_applicable']"|"['not_applicable']"|"['chanday', 'party', 'chanyeol', 'preference', 'bingo', 'game', 'piano', 'vs', 'guitar', 'rock', 'vs', 'hiphop', 'pizza', 'vs', 'chicken']"|"'RT @qtpiebyunbaek: 2017 CHANDAY PARTY- CHANYEOL &amp; EXO-L PREFERENCE BINGO GAME  ""Piano vs Guitar"", ""Rock vs Hiphop"", ""Pizza vs Chicken""… '"|"['not_applicable']"
935335023758139392|"['social_relations']"|"['social_relations']"|"['thai', 'hotpot', 'western', 'food', 'heart', 'jurong', 'chickata', 'bbq']"|'RT @justrantx: Thai hotpot &amp; western food 😜 at the heart of jurong.  CHICKATA BBQ '|"['not_applicable']"
935393575159734272|"['safety_security']"|"['health']"|"['mother', 'whale', 'lost', 'baby', 'due', 'plastic', 'pollution', 'carried', 'baby', 'dead', 'body', 'days', 'giv']"|'RT @taylorndean: a mother whale lost her baby due to plastic pollution and carried her baby’s dead body with her for days before giv… '|"['environment']"
935369326261137408|"['not_applicable']"|"['not_applicable']"|"['exclusive', 'bts', 'takes', 'stage', 'dna', 'ellen', 'show']"|'RT @Bulletproof_SG: EXCLUSIVE! BTS Takes the Stage with ‘DNA’ in The Ellen Show  #방탄소년단 @BTS_twt  https://t.co/txCCIdUPLY'|"['not_applicable']"
935454946182303744|"['safety_security']"|"['not_applicable']"|"['update', 'security', 'guard', 'slapped', 'man', 'central', 'clarke', 'quay', 'sacked', 'certis', 'cisco']"|'RT @STcom: UPDATE: Security guard who slapped man at The Central at Clarke Quay sacked by Certis Cisco https://t.co/6gRJl4ngr1 https://t.co…'|"['safety_security']"
935429701710917632|"['health']"|"['health']"|"['vlive', 'went', 'hands', 'hands']"|RT @gucciprincetae: Vlive went from Taehyung's hands to Jimin's hands https://t.co/FzaPKtZw1J|"['not_applicable']"
935339019549806594|"['safety_security']"|"['safety_security']"|"['romeo', 'juliet', 'act', 'school', 'naina', 'played', 'role', 'sipahi', 'along', 'munna', 'p']"|"'@sadukifarzi In Romeo Juliet act of their school, Naina played role of Sipahi along with Munna 😂 P.S: This is an of… https://t.co/wNyqGiRoDp'"|"['not_applicable']"
935377483829932032|"['not_applicable']"|"['not_applicable']"|"['chanday', 'party', 'chanyeol', 'preference', 'bingo', 'game', 'piano', 'vs', 'guitar', 'rock', 'vs', 'hiphop', 'pizza', 'vs', 'chicken']"|"'RT @qtpiebyunbaek: 2017 CHANDAY PARTY- CHANYEOL &amp; EXO-L PREFERENCE BINGO GAME  ""Piano vs Guitar"", ""Rock vs Hiphop"", ""Pizza vs Chicken""… '"|"['not_applicable']"
935397990373638144|"['meaning_in_life']"|"['health']"|"['look', 'minseok', 'rushing', 'help', 'sehun', 'hoodie', 'oldest', 'hyung', 'wanting', 'take', 'care', 'precious', 'youngest', 'http']"|"'RT @qtpiebyunbaek: Look at Minseok rushing to help Sehun with his hoodie, oldest hyung wanting to take care of their precious youngest http…'"|"['not_applicable']"
935413735606304770|"['not_applicable']"|"['health']"|"['ahhh', 'really', 'live', 'sliently', 'strong', 'usually', 'quiet', 'get', 'things', 'done', 'espe']"|'RT @Tyabtired: Ahhh we really do live up to how sliently strong we are.  #온유야_사랑해 we are usually quiet but we get things done espe… '|"['meaning_in_life']"
935382522715705344|"['not_applicable']"|"['not_applicable']"|"['ryder', 'wanted', 'hug', 'dog', 'outside', 'officially', 'bamboozled', 'ig', 'ruffryderthegr']"|'RT @dog_rates: This is Ryder. He just wanted to hug the dog outside. Officially bamboozled. 14/10 (IG: ruffryderthegr) https://t.co/f3mu1cZ…'|"['not_applicable']"
935354203538579456|"['not_applicable']"|"['not_applicable']"|"['astro', 'heard', 'problem', 'checking', 'use', 'promo', 'code', 'discount']"|'@svtcheols @kiminseomnia For astro I heard some had problem when checking out when they use the promo code for discount'|"['not_applicable']"
935417799488368640|"['not_applicable']"|"['health']"|"['redha', 'start', 'allah', 'take', 'something', 'us', 'love', 'learn', 'accept', 'even', 'though', 'hurt', 'al']"|'RT @wafilahh: Redha start when Allah take something from us that we love the most and learn to accept it even though its hurt. Al… '|"['meaning_in_life']"
935404574743052288|"['not_applicable']"|"['health']"|"['already', 'tell', 'week', 'batman', 'annual', 'main', 'squeeze']"|"'RT @MitchGerads: I can already tell this week’s BATMAN Annual #2 by @Inkdropinc @bettieb @MichaelLark66 and my main squeeze,… '"|"['not_applicable']"
935357061109448704|"['not_applicable']"|"['health']"|"['called', 'winners', 'still', 'digesting', 'going', 'meet', 'shawn', 'mendes']"|'RT @universalmusg: Just called all our winners for #UMShawnMendes - WHO IS STILL DIGESTING THAT THEY ARE GOING TO MEET SHAWN MENDES IN THE…'|"['not_applicable']"
935402507747999746|"['not_applicable']"|"['not_applicable']"|"['harry', 'wears', 'black', 'nail', 'polish', 'years', 'whole', 'tl']"|'RT @stevelarrington: *harry wears black nail polish after 84 years*  me &amp; whole TL: https://t.co/RDCXIui9VI'|"['not_applicable']"
935330985197088770|"['not_applicable']"|"['not_applicable']"|"['one', 'week', 'marketing', 'popular', 'online', 'marketing', 'plan']"|"'One Week Marketing Very Popular Online Marketing Plan, #Business #Marketing https://t.co/524vpbpvf8"|"['not_applicable']"
935457411313389568|"['not_applicable']"|"['social_relations']"|"['global', 'test', 'shows', 'telenor', 'best', 'experience']"|'RT @Telenor_mm: Global test shows that Telenor has best 3G experience in #Myanmar  https://t.co/FPnq6SI626|"['not_applicable']"
935477172604690433|"['safety_security']"|"['health']"|"['mother', 'whale', 'lost', 'baby', 'due', 'plastic', 'pollution', 'carried', 'baby', 'dead', 'body', 'days', 'giv']"|'RT @taylorndean: a mother whale lost her baby due to plastic pollution and carried her baby’s dead body with her for days before giv… '|"['environment']"
935379574375964673|"['not_applicable']"|"['health']"|"['wanna', 'tag', 'akgaes', 'tbh', 'right', 'face', 'lol']"|'RT @RealUnkle1932: I wanna tag all the akgaes here tbh right in your face lol https://t.co/kJHW4MQcJU'|"['not_applicable']"
935401387671871489|"['safety_security']"|"['safety_security']"|"['ground', 'collision', 'involving', 'flight', 'plane']"|'RT @W7VOA: At @JFKairport a ground collision involving a @VirginAtlantic flight and an @EGYPTAIR plane. https://t.co/t8BLg9IGUE'|"['safety_security']"
935334968070475776|"['economics']"|"['economics']"|"['peculium', 'merges', 'traditional', 'savings', 'cryptocurrency', 'markets', 'via', 'blockchain']"|'RT @Aivarya: #Peculium #Cryptocurrency #Blockchain PECULIUM merges traditional savings and cryptocurrency markets via blockchain… '|"['economics']"
935396006874812416|"['not_applicable']"|"['not_applicable']"|"['im', 'gonna', 'post', 'everyday', 'till', 'new', 'photo']"|'RT @ReeneOT5Lover: Im gonna post this everyday till I have a new photo of you https://t.co/klbZXacBxX'|"['not_applicable']"
935395459757158400|"['not_applicable']"|"['not_applicable']"|"['watch', 'vj', 'hanli', 'takes', 'red', 'carpet', 'even', 'said', 'hi', 'jackson', 'wang', 'vamps']"|"'RT @mtvasia: Watch as VJ Hanli takes on the @MTVEMA red carpet and even said hi to Jackson Wang, The Vamps and more! 👋😊 https://t.co/a1sdNG…'"|"['not_applicable']"
935440917007278080|"['not_applicable']"|"['not_applicable']"|"['emotional', 'jimin', 'brought', 'time', 'namjoon', 'gave', 'bracelet', 'back', 'trainee', 'days', 'rea']"|"'RT @jiminthrusts: this is so emotional jimin brought up the time when namjoon gave him a bracelet back in their trainee days,, he rea… '"|"['not_applicable']"
935480689528594433|"['social_relations']"|"['social_relations']"|"['russia', 'failed', 'place', 'meteorological', 'satellite', 'targeted', 'orbit', 'tuesday', 'state', 'space', 'corporation', 'said']"|"'RT @XHNews: Russia failed to place a meteorological satellite into the targeted orbit Tuesday, State Space Corporation said… '"|"['achievement']"
935459659175018497|"['economics']"|"['economics']"|"['sisters', 'island', 'immersive', 'entertainment', 'rise', 'globally', 'great']"|"'RT @VictoriaOngCNA: From #StarWars to #Singapore\'s Sisters\' Island, ""immersive entertainment"" is on the rise globally &amp; in #Asia. Great… '"|"['economics']"
935400853149663232|"['not_applicable']"|"['health']"|"['remove', 'earphones', 'pause', 'music', 'find', 'calling']"|"@thatlass_rhizza @justinbieber Then you'll remove your earphones or pause the music only to find out no one's calling you 😂"|"['not_applicable']"
935363912647655424|"['not_applicable']"|"['not_applicable']"|"['used', 'govt', 'drafted', 'shared', 'values', 'current', 'status', 'unknown']"|"'@lackadaisygirl We used to have govt drafted ""shared values"" in 1991. But it\'s current status is unknown.  https://t.co/DzZtybvako'"|"['not_applicable']"
935365230288392193|"['not_applicable']"|"['health']"|"['rate', 'going', 'work', 'even', 'suffer', 'horrific', 'sudden', 'death', 'called', 'back', 'office']"|"'RT @isnani: At the rate we are going with our work, even if you suffer a horrific sudden death, you’d be called back to the office. 😶'"|"['meaning_in_life']"
935339929650868225|"['not_applicable']"|"['not_applicable']"|"['follow', 'broadway', 'gems', 'official', 'soc', 'med', 'accounts']"|'RT @mwtrendsetter: Follow Broadway Gems official soc med accounts:  ▪https://t.co/o1WfYCjHdt ▪https://t.co/kGmcPaTCdV ▪… '|"['not_applicable']"
935459536399241216|"['not_applicable']"|"['not_applicable']"|"['photos', 'social', 'medias', 'dont', 'dictate', 'stable', 'relationship', 'omg', 'get', 'head', 'ass']"|'RT @mdraidee: PHOTOS ON SOCIAL MEDIAS DONT DICTATE HOW STABLE YOUR RELATIONSHIP IS OMG GET YOUR HEAD OUT OF YOUR ASS WITH THIS ME… '|"['not_applicable']"
935372260386291713|"['not_applicable']"|"['not_applicable']"|"['forget', 'additional', 'nola', 'team', 'passes', 'go', 'sale', 'tomorrow', 'sells', 'tie']"|RT @MrAdamAp: Don't forget 64 additional @CODWorldLeague Nola team passes go on sale tomorrow. If this sells out it will tie for… |"['not_applicable']"
935335160655912960|"['not_applicable']"|"['not_applicable']"|"['exclusive', 'bts', 'takes', 'stage', 'dna', 'ellen', 'show']"|'RT @Bulletproof_SG: EXCLUSIVE! BTS Takes the Stage with ‘DNA’ in The Ellen Show  #방탄소년단 @BTS_twt  https://t.co/txCCIdUPLY'|"['not_applicable']"
935436234234642432|"['not_applicable']"|"['not_applicable']"|"['interview', 'tells', 'us', 'latest', 'album', 'learned']"|"'RT @ToggleSG: INTERVIEW: #RedVelvet tells us about their latest album, what they’ve learned from #SHINee. https://t.co/E2dB2sShmV… '"|"['not_applicable']"
935456066388738049|"['not_applicable']"|"['not_applicable']"|"['respect', 'design', 'purity', 'late', 'macbook', 'pro', 'way', 'concept', 'car', 'informs', 'real']"|"'RT @shahidkamal: I respect the design purity of the late 2016 MacBook Pro 15”, but in the same way that a concept car informs a real… '"|"['not_applicable']"
935320473235320833|"['not_applicable']"|"['not_applicable']"|"['job', 'opening', 'ibm', 'info']"|'Job opening(s) at IBM. For More Info:- https://t.co/ydlfQpB9iZ'|"['not_applicable']"
935428659648782336|"['not_applicable']"|"['health']"|"['info', 'vlive', 'broadcasting', 'wings', 'tour', 'final', 'concert', 'dec', 'kst', 'need', 'need', 'buy']"|'RT @Bulletproof_SG: [INFO] VLIVE+ will be broadcasting THE WINGS TOUR THE FINAL concert on 10 Dec @ 5PM KST. You will need need buy the… '|"['not_applicable']"
935463205907980289|"['economics']"|"['social_relations']"|"['tokyo', 'police', 'questions', 'chinese', 'exchange', 'student', 'illegal', 'export', 'flir']"|'RT @alert5: Tokyo police questions Chinese exchange student over illegal export of FLIR - https://t.co/WI7ZQdIFcO https://t.co/X5tj7a0aji'|"['social_relations']"
935396793822593024|"['not_applicable']"|"['not_applicable']"|"['bts', 'made', 'us', 'love', 'even']"|'RT @enews: BTS just made us love them even more than we did before. https://t.co/X9NmKhzGk6|"['not_applicable']"
935442317351174149|"['politics']"|"['politics']"|"['mama', 'voting', 'voting', 'ends', 'hours', 'voting', 'sites']"|'RT @bstwings_views: 🚨[D-DAY] MAMA Voting🚨 VOTING ENDS IN 6 Hours!!!!  Voting Sites: 👉 https://t.co/jak4PWgRWz 👉 https://t.co/bIAYZi2sd2… '|"['not_applicable']"
935459765865480194|"['economics']"|"['health']"|"['believe', 'wealthy', 'country', 'free', 'healthcare', 'education', 'high', 'wages', 'strong', 'middle', 'class', 'near']"|"RT @KyleKulinski: I can't believe that a wealthy country with free healthcare &amp; education, high wages, a strong middle class and near… "|"['economics']"
935318142754131968|"['politics']"|"['achievement']"|"['malfunctioning', 'evms', 'add', 'vote', 'bjp', 'truly', 'malfunctioning', 'vote', 'go']"|"Why do all malfunctioning EVMs add the vote to BJP only. If it's truly malfunctioning then the vote should go to... https://t.co/a3I2CZF7gi"|"['politics']"
935412423011442688|"['meaning_in_life']"|"['social_relations']"|"['filipinos', 'spend', 'days', 'year', 'stuck', 'traffic', 'study']"|'RT @STcom: Filipinos spend 16 days a year stuck in traffic: Study https://t.co/ScBjZNNvmU https://t.co/NouOR1U9LE'|"['meaning_in_life']"
935449610503335937|"['not_applicable']"|"['not_applicable']"|"['chanday', 'party', 'chanyeol', 'preference', 'bingo', 'game', 'piano', 'vs', 'guitar', 'rock', 'vs', 'hiphop', 'pizza', 'vs', 'chicken']"|"'RT @qtpiebyunbaek: 2017 CHANDAY PARTY- CHANYEOL &amp; EXO-L PREFERENCE BINGO GAME  ""Piano vs Guitar"", ""Rock vs Hiphop"", ""Pizza vs Chicken""… '"|"['not_applicable']"
935335672709132288|"['meaning_in_life']"|"['health']"|"['prince', 'harry', 'proposed', 'markle', 'roast', 'chicken']"|'RT @ChannelNewsAsia: Prince Harry proposed to Markle over roast chicken https://t.co/pAX5kTx3T2 https://t.co/PDtN2t5s1w'|"['not_applicable']"
935342020691816448|"['not_applicable']"|"['not_applicable']"|"['exclusive', 'bts', 'takes', 'stage', 'dna', 'ellen', 'show']"|'RT @Bulletproof_SG: EXCLUSIVE! BTS Takes the Stage with ‘DNA’ in The Ellen Show  #방탄소년단 @BTS_twt  https://t.co/txCCIdUPLY'|"['not_applicable']"
935368631491338240|"['not_applicable']"|"['not_applicable']"|"['gave', 'chanyeol', 'birthday', 'performance', 'ㅋㅋㅋ', 'note', 'higher', 'time', 'finale', 'tears', 'upon', 'baekh']"|'RT @qtpiebyunbaek: EXO-Ls gave Chanyeol a birthday performance ㅋㅋㅋㅋㅋㅋㅋㅋ A note higher each time before a finale with Tears (upon Baekh… '|"['not_applicable']"
935431997538779136|"['not_applicable']"|"['not_applicable']"|"['wah', 'knnccb', 'teach', 'mirroring', 'ipad', 'big', 'tv', 'using', 'digital', 'whiteboard', 'accidentally', 'pasted', 'fr']"|'Wah knnccb so I teach by mirroring my iPad to a big TV and using it as a digital whiteboard. Accidentally pasted fr… https://t.co/IL3H5CYQNU'|"['not_applicable']"
935320097198981121|"['not_applicable']"|"['not_applicable']"|"['bts', 'ellen', 'show', 'insta', 'story']"|'RT @Bulletproof_SG: BTS on The Ellen Show insta story  #방탄소년단 @BTS_twt https://t.co/KRmDbp8Rh3|"['not_applicable']"
935458859258277888|"['safety_security']"|"['safety_security']"|"['lily', 'collins', 'stunning', 'casually', 'walking', 'package', 'beverly', 'hills']"|'RT @opfavestyles: Lily Collins being stunning casually walking with a package in Beverly Hills https://t.co/h26z7jjigd'|"['not_applicable']"
935437634909831168|"['not_applicable']"|"['not_applicable']"|"['question', 'plan', 'exo', 'reality', 'show', 'answer', 'plans', 'weekly', 'idol', 'everyone', 'want']"|"'RT @qtpiebyunbaek: Question: Is there any plan for a EXO reality show?   Answer: No plans for Weekly Idol as of now, but everyone want… '"|"['not_applicable']"
935429776017207297|"['not_applicable']"|"['health']"|"['info', 'vlive', 'broadcasting', 'wings', 'tour', 'final', 'concert', 'dec', 'kst', 'need', 'need', 'buy']"|'RT @Bulletproof_SG: [INFO] VLIVE+ will be broadcasting THE WINGS TOUR THE FINAL concert on 10 Dec @ 5PM KST. You will need need buy the… '|"['not_applicable']"
935402453997981696|"['social_relations']"|"['social_relations']"|"['appointed', 'saudi', 'arabia', 'coach', 'saudi', 'fa', 'sources']"|'Soccer-Pizzi appointed Saudi Arabia coach - Saudi FA sources https://t.co/uCCPLgYjum https://t.co/9Rab5zA1yq'|"['not_applicable']"
935391385024204800|"['health']"|"['health']"|"['samai', 'kampot', 'pepper', 'rum', 'coming', 'soon', 'stay', 'tuned']"|'RT @SamaiDistillery: Samai Kampot Pepper Rum coming soon! Stay tuned! #cambodianron #cambodia #cambodge #rum #ron #rhum #startup… '|"['not_applicable']"
935445980916326400|"['economics']"|"['social_relations']"|"['nineteen', 'largest', 'islands', 'world']"|'The nineteen largest islands in the world in a to-scale... https://t.co/OcgruPyDfU #Australia #Indonesia #Iceland… https://t.co/rniTxwYiaj'|"['not_applicable']"
935316712760602624|"['not_applicable']"|"['health']"|"['sir', 'met', 'actual', 'men']"|'RT @Hermit_Hwarang: Sir have you met actual men https://t.co/W8KgeMQFrW'|"['not_applicable']"
935361400112758785|"['not_applicable']"|"['health']"|"['travel', 'changed', 'tell', 'us', 'experience', 'words']"|'RT @obetterworld: How has travel changed you? Tell us about your experience in 6 words. #SixWordStory #BetterTraveller #ttot https://t.co/W…'|"['not_applicable']"
935475639821279232|"['social_relations']"|"['social_relations']"|"['americans', 'see', 'seismic', 'shift', 'global', 'attitudes', 'toward', 'united', 'states', 'esp']"|"'RT @brianklaas: Most Americans don’t see this, but there has been a seismic shift in global attitudes toward the United States, esp… '"|"['social_relations']"
935389798038147073|"['social_relations']"|"['social_relations']"|"['singapore', 'vertical', 'villages', 'way', 'go']"|"RT @BBCNewsAsia: In land-scarce Singapore, 'vertical villages' are the way to go: https://t.co/OT5rsMXXA4 https://t.co/dzkRBSkBB0"|"['achievement']"
935370485738627074|"['not_applicable']"|"['health']"|"['fools', 'dont', 'know', 'conomy', 'like', 'thr']"|'@baorongxing These fools dont know what the conomy is like out thr'|"['economics']"
935398613802303488|"['not_applicable']"|"['not_applicable']"|"['bingo', 'question', 'winter', 'vs', 'summer', 'chanyeol', 'winter']"|'RT @qtpiebyunbaek: (BINGO QUESTION: WINTER VS SUMMER) Chanyeol: WINTER!!!☃️❄'|"['not_applicable']"
935361866175463424|"['not_applicable']"|"['not_applicable']"|"['friends', 'friend', 'toxic', 'britney', 'spears', 'even', 'good']"|'RT @brokeangeI: me: i have 9 friends  friend: toxic by britney spears isn’t even that good  me: https://t.co/N2FDcmGbm6|"['not_applicable']"
935359224875401216|"['not_applicable']"|"['not_applicable']"|"['katy', 'perry', 'sg', 'next', 'year', 'shock', 'circuit']"|'RT @987fm: KATY PERRY in SG next year?!??   - The Shock Circuit ⚡️🔌 https://t.co/CuEVVGSpZh'|"['not_applicable']"
935321742825865216|"['health']"|"['health']"|"['mana', 'tau', 'makanan', 'dia', 'dah', 'habis', 'malay', 'imply', 'food', 'always', 'finish', 'fast', 'cause', 'malay', 'stall']"|"'@frznlf Mana tau makanan dia dah habis. And ""Malay"" is to imply that the food always finish fast cause the only Malay stall'"|"['not_applicable']"
935356620204331008|"['not_applicable']"|"['not_applicable']"|"['part', 'seungkwan', 'short', 'time', 'breath', 'high', 'pitch', 'woozi', 'suggests', 'bett']"|'RT @two_oh_teen: there was a part where Seungkwan has a very short time to breath in between the high pitch so Woozi suggests a bett… '|"['not_applicable']"
935424497850531841|"['not_applicable']"|"['health']"|"['info', 'vlive', 'broadcasting', 'wings', 'tour', 'final', 'concert', 'dec', 'kst', 'need', 'need', 'buy']"|'RT @Bulletproof_SG: [INFO] VLIVE+ will be broadcasting THE WINGS TOUR THE FINAL concert on 10 Dec @ 5PM KST. You will need need buy the… '|"['not_applicable']"
935413178099384320|"['health']"|"['health']"|"['one', 'particular', 'dont', 'lots', 'followers', 'thought', 'people', 'might', 'like', 'know', 'malam']"|"'it was this one in particular, i dont have lots of followers but i thought people might like to know that the malam… https://t.co/cVBtgnV2sQ'"|"['not_applicable']"
935327071944851456|"['not_applicable']"|"['not_applicable']"|"['girl', 'influencer', 'act', 'like', 'one', 'promos', 'instagram']"|"'RT @daaauz: Girl, you’re no influencer so don’t act like one with all the “promos” on your Instagram.'"|"['not_applicable']"
935356109728157696|"['not_applicable']"|"['social_relations']"|"['singapore', 'river', 'never', 'done', 'pm', 'lee', 'new', 'paper']"|"Singapore River clean-up is 'never done': PM Lee - The New Paper https://t.co/HPhzkvryzU #sgbreakingnews https://t.co/T5Dg2xlYcZ"|"['environment']"
935317783285567488|"['meaning_in_life']"|"['health']"|"['q', 'smartest', 'wittiest', 'wangxun', 'yixing', 'made', 'group', 'slightly', 'older', 'geges', 'taken', 'aba']"|RT @youngstars710: Q: Who is the smartest/wittiest?  Wangxun: It's Yixing. (He) made this group of slightly older (geges) be taken aba… |"['not_applicable']"
935324198091702277|"['meaning_in_life']"|"['meaning_in_life']"|"['warren', 'trump', 'silence', 'using', 'racial', 'slur', 'like', 'warren', 'documented', 'liar', 'claimed']"|"'RT @RealSaavedra: Warren: Trump Will Not Silence Me by Using a Racial Slur Like #Pocahontas  Warren is a documented liar, she claimed… '"|"['politics']"
935362675361673220|"['not_applicable']"|"['health']"|"['last', 'chance', 'sign', 'cooking', 'class', 'pulau', 'ubin', 'friday', 'december']"|'Last chance to sign up for #FOMCurio cooking class on Pulau Ubin this Friday the 1s of December. For more... https://t.co/KSQYw34ucN'|"['not_applicable']"
935365409125023745|"['health']"|"['health']"|"['crying', 'body', 'speaks', 'mouth', 'explain', 'pain', 'feel']"|RT @ItsLifeFact: Crying is how your body speaks when your mouth can't explain the pain you feel.|"['not_applicable']"
935329841401954305|"['not_applicable']"|"['environment']"|"['whether', 'feeling', 'happy', 'sad', 'long', 'turn', 'look', 'shining', 'ready', 'hold']"|"RT @qtpiebyunbaek: Whether you're feeling happy or sad, as long as you turn to look, we'll be here. Shining for you, ready to hold you… "|"['not_applicable']"
935445426525782016|"['not_applicable']"|"['health']"|"['info', 'vlive', 'broadcasting', 'wings', 'tour', 'final', 'concert', 'dec', 'kst', 'need', 'need', 'buy']"|'RT @Bulletproof_SG: [INFO] VLIVE+ will be broadcasting THE WINGS TOUR THE FINAL concert on 10 Dec @ 5PM KST. You will need need buy the… '|"['not_applicable']"
935330534623813633|"['health']"|"['health']"|"['need', 'practice', 'kouhai', 'mashpotato']"|'RT @Rytha_e: I need more practice;; Kouhai Mashpotato❤️💕 https://t.co/cFCp1twi4S'|"['not_applicable']"
935369041782259715|"['not_applicable']"|"['not_applicable']"|"['deer', 'lucky', 'someone', 'saved', 'back', 'wild', 'still', 'stops', 'thank', 'woman']"|"'RT @dodo: This deer is SO lucky someone saved her. She’s back in the wild now, but she still stops by to thank the woman who… '"|"['not_applicable']"
935458357879521281|"['not_applicable']"|"['not_applicable']"|"['move', 'im', 'still', 'love', 'w', 'u']"|'RT @Medyomaldito: how can i move on when im still in love w u'|"['social_relations']"
935353307316543488|"['not_applicable']"|"['not_applicable']"|"['japanese', 'friends', 'showing', 'us', 'new', 'kawasaki', 'c', 'transport', 'aircraft', 'today', 'wellington']"|'RT @CDF_NZ: Our Japanese friends showing us their new Kawasaki C-2 Transport Aircraft today in Wellington. https://t.co/mAnkUOnoYn'|"['not_applicable']"
935312093594583040|"['not_applicable']"|"['not_applicable']"|"['may', 'god', 'keep', 'hearts', 'detached', 'meant', 'us']"|'RT @blxcknicotine: May God keep our hearts detached from those not meant for us.'|"['social_relations']"
935329954543398912|"['not_applicable']"|"['health']"|"['living', 'song', 'traditions', 'little', 'kid', 'behind', 'went', 'skeleton', 'movie', 'going']"|'I was living for the song about traditions then a little kid behind me went “When is the skeleton movie going to... https://t.co/iyQLc9VmJq'|"['not_applicable']"
935325346240503808|"['not_applicable']"|"['not_applicable']"|"['million', 'views', 'video', 'already', 'let', 'get', 'billion']"|'RT @steveaoki: 😱 Over 26 MILLION views on the #MicDropRemix video on @youtube already!! Let’s get it to a billion! @BTS_twt… '|"['not_applicable']"
935351769751678976|"['meaning_in_life']"|"['social_relations']"|"['may', 'come', 'surprise', 'gay', 'people', 'inherently', 'sexual', 'meaning', 'gay', 'couples', 'pure', 'innoc']"|'RT @Iosvrs: it may come as a surprise but gay people aren’t inherently sexual meaning gay couples can be just as pure and innoc… '|"['social_relations']"
935326273647165440|"['not_applicable']"|"['not_applicable']"|"['hyped', 'concert', 'wow', 'like', 'come', 'far', 'wait', 'see', 'songs', 'flawlessly', 'performed', 'l']"|RT @yeochintxts: I'm so hyped. 1st concert wow. Like they've come THIS far. Can't wait to see all their songs flawlessly performed l… |"['not_applicable']"
935356383335145472|"['health']"|"['health']"|"['tawar', 'hati', 'worst', 'makes', 'feel', 'sad', 'disappointed', 'even', 'angry', 'tired']"|"'RT @httpsadly: ‘Tawar hati’ is the worst. It makes you feel nothing-neither sad or disappointed, not even angry. You’re just tired.'"|"['social_relations']"
935476822992601088|"['politics']"|"['politics']"|"['pope', 'francis', 'condemns', 'politicians', 'spread', 'violence', 'racism', 'immigration', 'may', 'pol']"|"RT @itayiviriri: Pope Francis condemns politicians who spread violence and racism over immigration.  'Those who, for what may be pol… "|"['politics']"
935329773412323329|"['not_applicable']"|"['not_applicable']"|"['exclusive', 'bts', 'takes', 'stage', 'dna', 'ellen', 'show']"|'RT @Bulletproof_SG: EXCLUSIVE! BTS Takes the Stage with ‘DNA’ in The Ellen Show  #방탄소년단 @BTS_twt  https://t.co/txCCIdUPLY'|"['not_applicable']"
935385659962941440|"['not_applicable']"|"['environment']"|"['problem', 'chapstick', 'mascara', 'twitter', 'constantly', 'putting', 'responsibility', 'women', 'fo']"|'RT @kellyblaus: Here’s the problem with chapstick and mascara twitter.  Y’all are constantly putting the responsibility on WOMEN fo… '|"['not_applicable']"
935431031779295232|"['meaning_in_life']"|"['not_applicable']"|"['omg', 'girlfriend', 'sleeps', 'whole', 'fucking', 'day']"|'OMG MY GIRLFRIEND SLEEPS THE WHOLE FUCKING DAY.'|"['not_applicable']"
935334950739603457|"['not_applicable']"|"['health']"|"['streaming', 'tonight', 'come', 'chill', 'grade', 'banter']"|'RT @ladezmon: I will be streaming @sandboxgang tonight at 9PMEST! Come chill and have some grade A+ banter with me.… '|"['not_applicable']"
935333606720815104|"['meaning_in_life']"|"['health']"|"['eh', 'fuck', 'u', 'wake', 'ready', 'faster', 'want', 'pee']"|"'@danishachang eh fuck u i wake up ready, can faster i want to pee'"|"['not_applicable']"
935427856502374400|"['not_applicable']"|"['not_applicable']"|"['fresh', 'freshest', 'tracks', 'added', 'playlists', 'featuring', 'tracks']"|"'RT @987fm: FRESH ON 987: 💦  Here are the freshest tracks added into our 987 playlists! 🌊 Featuring tracks from @BTS_twt,… '"|"['not_applicable']"
935408510321311744|"['achievement']"|"['achievement']"|"['analyze', 'security', 'domain', 'finding', 'information', 'possible', 'made', 'python']"|'RT @binitamshah: domain_analyzer : Analyze the security of any domain by finding all the information possible (Made in python) :… '|"['safety_security']"
935440236141670400|"['not_applicable']"|"['health']"|"['person', 'wants', 'part', 'life', 'make', 'obvious', 'effort', 'think', 'twice', 'reservin']"|"'RT @azruldasilva: If a person wants to be a part of your life, they will make an obvious effort to do so. Think twice before reservin… '"|"['social_relations']"
935473107652841472|"['not_applicable']"|"['not_applicable']"|"['spotify', 'followers', 'fast', 'lifetime', 'guaranteed']"|920-1000 Spotify Followers Fast &amp; Lifetime Guaranteed for $10 https://t.co/zGfYwFwZXU'|"['not_applicable']"
935389158981251072|"['not_applicable']"|"['not_applicable']"|"['maknae', 'line', 'rapper', 'line']"|'RT @komurola0_4: Maknae line or Rapper line https://t.co/s9YuoJhK2w'|"['not_applicable']"
935392679629766656|"['meaning_in_life']"|"['health']"|"['yoongi', 'armys', 'whenever', 'exams', 'come', 'around', 'jst', 'wanna', 'tell', 'schools', 'important', 'whatever', 'u', 'wanna', 'b']"|'RT @hobuing: yoongi @ armys whenever exams come around: I jst wanna tell y’all that schools not important. be whatever u wanna b… '|"['not_applicable']"
